id,product_id,picture_code,url,is_active,created_at,updated_at
4710786c-f19a-4d18-a83a-af8e76cfaea1,MLA30109886,822597-MLU74216106933_012024,https://http2.mlstatic.com/D_NQ_NP_822597-MLU74216106933_012024-F.jpg,True,2025-04-03 12:09:12.783714,2025-04-03 12:09:12.783715
e65e40c3-797d-4232-a160-4913b86e08fb,MLA30109886,729945-MLU74216059033_012024,https://http2.mlstatic.com/D_NQ_NP_729945-MLU74216059033_012024-F.jpg,True,2025-04-03 12:09:12.783731,2025-04-03 12:09:12.783734
37784f58-4281-42db-b999-0ea1cf16a25e,MLA27534806,955028-MLU72141797567_102023,https://http2.mlstatic.com/D_NQ_NP_955028-MLU72141797567_102023-F.jpg,True,2025-04-03 12:09:12.784052,2025-04-03 12:09:12.784052
dbd18050-5574-4e56-9616-e3974409a869,MLA36344214,885293-MLU75930193342_042024,https://http2.mlstatic.com/D_NQ_NP_885293-MLU75930193342_042024-F.jpg,True,2025-04-03 12:09:12.784682,2025-04-03 12:09:12.784683
4c64ff26-4554-4b25-8152-40cf344fd67b,MLA36344214,862221-MLU75930193364_042024,https://http2.mlstatic.com/D_NQ_NP_862221-MLU75930193364_042024-F.jpg,True,2025-04-03 12:09:12.784699,2025-04-03 12:09:12.784700
77f77684-a5e0-4898-8f6c-bec42d4ae999,MLA36344214,688225-MLU76106356061_042024,https://http2.mlstatic.com/D_NQ_NP_688225-MLU76106356061_042024-F.jpg,True,2025-04-03 12:09:12.784717,2025-04-03 12:09:12.784718
7a5c359d-510e-4010-8812-ef380521000b,MLA21615680,764034-MLU74279098346_022024,https://http2.mlstatic.com/D_NQ_NP_764034-MLU74279098346_022024-F.jpg,True,2025-04-03 12:09:12.785472,2025-04-03 12:09:12.785478
a83a7edf-09a3-454b-9751-058beaef3b73,MLA21615680,985734-MLU74279098344_022024,https://http2.mlstatic.com/D_NQ_NP_985734-MLU74279098344_022024-F.jpg,True,2025-04-03 12:09:12.785496,2025-04-03 12:09:12.785501
235b17ec-b1d5-4a32-8cdb-93c9e6987771,MLA19971472,768094-MCO74113009136_012024,https://http2.mlstatic.com/D_NQ_NP_768094-MCO74113009136_012024-F.jpg,True,2025-04-03 12:09:12.786623,2025-04-03 12:09:12.786625
2de67a0e-5939-46be-a78f-1d9d5991d627,MLA19971472,901697-MLU72756709086_112023,https://http2.mlstatic.com/D_NQ_NP_901697-MLU72756709086_112023-F.jpg,True,2025-04-03 12:09:12.786655,2025-04-03 12:09:12.786656
8966ab91-7c31-44ca-8e3a-0e5dfc89d7b0,MLA19971472,840925-MLU78229908228_082024,https://http2.mlstatic.com/D_NQ_NP_840925-MLU78229908228_082024-F.jpg,True,2025-04-03 12:09:12.786672,2025-04-03 12:09:12.786678
4bc6bd08-9153-45bb-9d6e-4b42105e4321,MLA37174404,995459-MLU76634646939_052024,https://http2.mlstatic.com/D_NQ_NP_995459-MLU76634646939_052024-F.jpg,True,2025-04-03 12:09:12.786782,2025-04-03 12:09:12.786783
46c5bbd0-bc16-42de-af21-037bdea3a963,MLA37174404,790071-MLU76439007580_052024,https://http2.mlstatic.com/D_NQ_NP_790071-MLU76439007580_052024-F.jpg,True,2025-04-03 12:09:12.786796,2025-04-03 12:09:12.786796
72b1e00a-4328-43a0-ab8e-9b991deb1f7d,MLA37174404,897195-MLU76634617137_052024,https://http2.mlstatic.com/D_NQ_NP_897195-MLU76634617137_052024-F.jpg,True,2025-04-03 12:09:12.786816,2025-04-03 12:09:12.786817
2f28677c-d421-4480-a4f9-b911a20b5340,MLA34185746,668343-MLU74801589328_032024,https://http2.mlstatic.com/D_NQ_NP_668343-MLU74801589328_032024-F.jpg,True,2025-04-03 12:09:12.787082,2025-04-03 12:09:12.787082
95d0e1fd-9dc8-44b4-9bf1-2b981874cdbd,MLA34185746,632091-MLU74801462582_032024,https://http2.mlstatic.com/D_NQ_NP_632091-MLU74801462582_032024-F.jpg,True,2025-04-03 12:09:12.787101,2025-04-03 12:09:12.787101
09e21877-0f5e-436c-8f76-ea192a513051,MLA28796813,713156-MLU73292706658_122023,https://http2.mlstatic.com/D_NQ_NP_713156-MLU73292706658_122023-F.jpg,True,2025-04-03 12:09:12.787260,2025-04-03 12:09:12.787265
4647db6e-aaf0-4744-9216-ab8aa8ec3b55,MLA28796813,841781-MLU73380236581_122023,https://http2.mlstatic.com/D_NQ_NP_841781-MLU73380236581_122023-F.jpg,True,2025-04-03 12:09:12.787280,2025-04-03 12:09:12.787285
e5e18afd-e4b1-4ca0-bf71-35a152b81027,MLA40203817,965506-MLU78905334339_092024,https://http2.mlstatic.com/D_NQ_NP_965506-MLU78905334339_092024-F.jpg,True,2025-04-03 12:09:12.787477,2025-04-03 12:09:12.787477
dd40a4ba-fcf2-4af3-81db-933eb9adfbfb,MLA40203817,902974-MLU78905951359_092024,https://http2.mlstatic.com/D_NQ_NP_902974-MLU78905951359_092024-F.jpg,True,2025-04-03 12:09:12.787491,2025-04-03 12:09:12.787496
d5d97fb8-ec91-4159-b747-93948026c8a1,MLA34077578,848186-MLU74618744618_022024,https://http2.mlstatic.com/D_NQ_NP_848186-MLU74618744618_022024-F.jpg,True,2025-04-03 12:09:12.788075,2025-04-03 12:09:12.788081
19900433-6ebc-4cb2-adf4-d09e9527df27,MLA34077578,720268-MLU74747532015_022024,https://http2.mlstatic.com/D_NQ_NP_720268-MLU74747532015_022024-F.jpg,True,2025-04-03 12:09:12.788101,2025-04-03 12:09:12.788101
6f78d963-c4fb-4463-b981-a9478e44ba57,MLA34077578,795927-MLU74747532017_022024,https://http2.mlstatic.com/D_NQ_NP_795927-MLU74747532017_022024-F.jpg,True,2025-04-03 12:09:12.788116,2025-04-03 12:09:12.788116
195bbbe4-3bae-49f2-92c4-d1eaa242ebfe,MLA34077578,882922-MLU74618744636_022024,https://http2.mlstatic.com/D_NQ_NP_882922-MLU74618744636_022024-F.jpg,True,2025-04-03 12:09:12.788130,2025-04-03 12:09:12.788131
d6e17318-921b-4104-abcf-cdb12bf2610b,MLA26953032,880083-MLA79648239177_092024,https://http2.mlstatic.com/D_NQ_NP_880083-MLA79648239177_092024-F.jpg,True,2025-04-03 12:09:12.788357,2025-04-03 12:09:12.788357
9988dc56-c564-4651-87a6-44af291753a5,MLA25208906,813521-MLU70680492880_072023,https://http2.mlstatic.com/D_NQ_NP_813521-MLU70680492880_072023-F.jpg,True,2025-04-03 12:09:12.788504,2025-04-03 12:09:12.788509
fca192fb-954d-442b-bc6d-d72df6890d1d,MLA25208906,711179-MLU70680492874_072023,https://http2.mlstatic.com/D_NQ_NP_711179-MLU70680492874_072023-F.jpg,True,2025-04-03 12:09:12.788523,2025-04-03 12:09:12.788528
